parcel_id,date,crop_stage,risk_level,recommendation,source
P0189,2025-04-30,Tillering,high,Apply light irrigation in evening.,rule_engine
P0189,2025-02-09,Vegetative,high,Field conditions stable — continue regular monitoring.,rule_engine
P0189,2025-01-30,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,ml_model
P0189,2025-06-26,Tillering,high,Apply light irrigation in evening.,ml_model
P0189,2025-01-09,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,rule_engine
P0190,2025-05-30,Seedling,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0190,2025-01-26,Peg Formation,high,Apply light irrigation in evening.,weather_service
P0191,2025-04-27,Vegetative,high,Apply light irrigation in evening.,rule_engine
P0191,2025-01-25,Germination,medium,Delay fertilizer until rainfall subsides.,ml_model
P0191,2025-05-16,Maturity,high,Monitor for stem borer — scout field edges.,ml_model
P0191,2025-06-15,Flowering,medium,Delay fertilizer until rainfall subsides.,weather_service
P0191,2025-06-09,Panicle Initiation,high,Field conditions stable — continue regular monitoring.,weather_service
P0191,2025-04-18,Flowering,high,Field conditions stable — continue regular monitoring.,weather_service
P0191,2025-01-09,Tillering,low,Field conditions stable — continue regular monitoring.,ml_model
P0191,2025-04-03,Seedling,low,Apply light irrigation in evening.,weather_service
P0192,2025-05-26,Vegetative,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0192,2025-06-25,Vegetative,low,Apply light irrigation in evening.,weather_service
P0192,2025-02-11,Flowering,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0192,2025-01-31,Germination,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0192,2025-03-29,Maturity,medium,Monitor for stem borer — scout field edges.,weather_service
P0192,2025-07-07,Flowering,high,Delay fertilizer until rainfall subsides.,weather_service
P0192,2025-02-22,Maturity,low,Monitor for stem borer — scout field edges.,rule_engine
P0192,2025-07-12,Germination,medium,Field conditions stable — continue regular monitoring.,ml_model
P0193,2025-05-30,Flowering,low,Field conditions stable — continue regular monitoring.,weather_service
P0193,2025-02-07,Germination,low,Delay fertilizer until rainfall subsides.,weather_service
P0193,2025-05-14,Flowering,high,Do not irrigate today — soil moisture adequate.,rule_engine
P0193,2025-06-17,Flowering,medium,Field conditions stable — continue regular monitoring.,ml_model
P0193,2025-04-10,Peg Formation,medium,Field conditions stable — continue regular monitoring.,weather_service
P0193,2025-01-29,Maturity,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0193,2025-01-31,Maturity,low,Do not irrigate today — soil moisture adequate.,weather_service
P0193,2025-06-07,Germination,medium,Do not irrigate today — soil moisture adequate.,ml_model
P0194,2025-03-19,Vegetative,high,Field conditions stable — continue regular monitoring.,weather_service
P0194,2025-04-22,Flowering,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0194,2025-02-02,Germination,high,Field conditions stable — continue regular monitoring.,rule_engine
P0194,2025-07-01,Vegetative,high,Field conditions stable — continue regular monitoring.,rule_engine
P0194,2025-02-26,Vegetative,medium,Apply light irrigation in evening.,ml_model
P0195,2025-01-29,Maturity,low,Field conditions stable — continue regular monitoring.,weather_service
P0195,2025-01-30,Maturity,low,Do not irrigate today — soil moisture adequate.,weather_service
P0196,2025-06-21,Panicle Initiation,low,Delay fertilizer until rainfall subsides.,weather_service
P0196,2025-07-11,Flowering,medium,Monitor for stem borer — scout field edges.,weather_service
P0196,2025-06-25,Vegetative,medium,Field conditions stable — continue regular monitoring.,weather_service
P0196,2025-05-29,Peg Formation,medium,Apply light irrigation in evening.,rule_engine
P0196,2025-05-20,Vegetative,high,Apply light irrigation in evening.,ml_model
P0196,2025-05-10,Panicle Initiation,high,Apply light irrigation in evening.,rule_engine
P0197,2025-03-14,Flowering,high,Apply light irrigation in evening.,ml_model
P0197,2025-03-20,Flowering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0198,2025-04-13,Tillering,high,Monitor for stem borer — scout field edges.,ml_model
P0198,2025-02-03,Flowering,high,Field conditions stable — continue regular monitoring.,rule_engine
P0198,2025-07-04,Seedling,high,Field conditions stable — continue regular monitoring.,rule_engine
P0198,2025-04-21,Vegetative,low,Do not irrigate today — soil moisture adequate.,weather_service
P0198,2025-05-13,Vegetative,high,Apply light irrigation in evening.,rule_engine
P0198,2025-02-09,Maturity,high,Monitor for stem borer — scout field edges.,rule_engine
P0198,2025-04-14,Panicle Initiation,high,Field conditions stable — continue regular monitoring.,rule_engine
P0198,2025-07-02,Flowering,high,Monitor for stem borer — scout field edges.,ml_model
P0199,2025-07-16,Vegetative,medium,Delay fertilizer until rainfall subsides.,weather_service
P0199,2025-02-04,Peg Formation,low,Delay fertilizer until rainfall subsides.,weather_service
P0199,2025-04-22,Tillering,low,Apply light irrigation in evening.,ml_model
P0199,2025-06-21,Vegetative,high,Monitor for stem borer — scout field edges.,weather_service
P0199,2025-03-03,Flowering,high,Monitor for stem borer — scout field edges.,ml_model
P0200,2025-04-10,Vegetative,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0200,2025-03-20,Flowering,high,Apply light irrigation in evening.,weather_service
P0200,2025-02-11,Peg Formation,low,Monitor for stem borer — scout field edges.,rule_engine
P0200,2025-04-14,Flowering,medium,Monitor for stem borer — scout field edges.,weather_service
P0200,2025-05-17,Tillering,low,Apply light irrigation in evening.,ml_model
P0200,2025-07-16,Tillering,high,Monitor for stem borer — scout field edges.,rule_engine
P0200,2025-04-26,Seedling,high,Apply light irrigation in evening.,ml_model
P0201,2025-06-02,Peg Formation,low,Delay fertilizer until rainfall subsides.,ml_model
P0201,2025-06-14,Seedling,low,Delay fertilizer until rainfall subsides.,ml_model
P0201,2025-06-09,Tillering,low,Do not irrigate today — soil moisture adequate.,ml_model
P0201,2025-06-06,Maturity,low,Field conditions stable — continue regular monitoring.,ml_model
P0202,2025-07-16,Peg Formation,low,Apply light irrigation in evening.,weather_service
P0202,2025-04-07,Maturity,low,Do not irrigate today — soil moisture adequate.,ml_model
P0202,2025-07-15,Seedling,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0202,2025-03-28,Vegetative,medium,Monitor for stem borer — scout field edges.,ml_model
P0202,2025-01-21,Flowering,low,Field conditions stable — continue regular monitoring.,weather_service
P0202,2025-03-24,Seedling,high,Apply light irrigation in evening.,rule_engine
P0203,2025-04-05,Vegetative,low,Do not irrigate today — soil moisture adequate.,weather_service
P0203,2025-05-05,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,weather_service
P0204,2025-05-10,Germination,medium,Monitor for stem borer — scout field edges.,rule_engine
P0204,2025-06-09,Germination,medium,Apply light irrigation in evening.,rule_engine
P0204,2025-02-26,Flowering,medium,Apply light irrigation in evening.,ml_model
P0204,2025-07-13,Tillering,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0204,2025-01-19,Germination,low,Do not irrigate today — soil moisture adequate.,ml_model
P0204,2025-03-16,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,ml_model
P0204,2025-01-09,Panicle Initiation,high,Apply light irrigation in evening.,ml_model
P0204,2025-03-27,Maturity,low,Apply light irrigation in evening.,ml_model
P0205,2025-03-25,Tillering,high,Field conditions stable — continue regular monitoring.,ml_model
P0205,2025-06-07,Flowering,low,Field conditions stable — continue regular monitoring.,rule_engine
P0205,2025-04-19,Flowering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0205,2025-02-13,Peg Formation,low,Apply light irrigation in evening.,rule_engine
P0205,2025-05-30,Germination,high,Field conditions stable — continue regular monitoring.,ml_model
P0206,2025-06-17,Flowering,high,Field conditions stable — continue regular monitoring.,weather_service
P0206,2025-04-13,Vegetative,medium,Delay fertilizer until rainfall subsides.,ml_model
P0206,2025-03-28,Flowering,medium,Do not irrigate today — soil moisture adequate.,weather_service
P0207,2025-04-21,Flowering,medium,Apply light irrigation in evening.,ml_model
P0207,2025-07-15,Germination,low,Field conditions stable — continue regular monitoring.,weather_service
P0207,2025-07-08,Maturity,medium,Monitor for stem borer — scout field edges.,rule_engine
P0207,2025-06-02,Maturity,medium,Apply light irrigation in evening.,rule_engine
P0207,2025-02-24,Flowering,high,Delay fertilizer until rainfall subsides.,rule_engine
P0208,2025-03-20,Germination,high,Apply light irrigation in evening.,weather_service
P0208,2025-02-27,Panicle Initiation,high,Apply light irrigation in evening.,ml_model
P0208,2025-02-02,Tillering,low,Field conditions stable — continue regular monitoring.,rule_engine
P0208,2025-07-18,Seedling,low,Do not irrigate today — soil moisture adequate.,rule_engine
P0208,2025-04-20,Maturity,high,Delay fertilizer until rainfall subsides.,weather_service
P0208,2025-06-27,Maturity,medium,Delay fertilizer until rainfall subsides.,ml_model
P0208,2025-03-30,Peg Formation,low,Apply light irrigation in evening.,ml_model
P0209,2025-05-14,Peg Formation,low,Do not irrigate today — soil moisture adequate.,weather_service
P0209,2025-03-07,Flowering,low,Delay fertilizer until rainfall subsides.,ml_model
P0209,2025-03-25,Panicle Initiation,high,Apply light irrigation in evening.,ml_model
P0209,2025-05-20,Seedling,high,Do not irrigate today — soil moisture adequate.,weather_service
P0209,2025-07-11,Germination,high,Monitor for stem borer — scout field edges.,ml_model
P0210,2025-01-13,Seedling,medium,Delay fertilizer until rainfall subsides.,ml_model
P0210,2025-04-11,Tillering,high,Monitor for stem borer — scout field edges.,rule_engine
P0210,2025-07-05,Tillering,low,Delay fertilizer until rainfall subsides.,weather_service
P0211,2025-02-20,Peg Formation,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0211,2025-06-22,Vegetative,medium,Field conditions stable — continue regular monitoring.,weather_service
P0211,2025-07-01,Flowering,high,Apply light irrigation in evening.,weather_service
P0211,2025-05-30,Flowering,high,Monitor for stem borer — scout field edges.,weather_service
P0211,2025-02-06,Maturity,low,Delay fertilizer until rainfall subsides.,rule_engine
P0212,2025-01-19,Flowering,low,Delay fertilizer until rainfall subsides.,rule_engine
P0212,2025-03-10,Flowering,high,Monitor for stem borer — scout field edges.,rule_engine
P0212,2025-03-08,Tillering,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0212,2025-01-02,Peg Formation,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0213,2025-03-15,Maturity,high,Delay fertilizer until rainfall subsides.,weather_service
P0213,2025-03-18,Maturity,high,Field conditions stable — continue regular monitoring.,ml_model
P0213,2025-05-26,Panicle Initiation,low,Field conditions stable — continue regular monitoring.,rule_engine
P0213,2025-01-25,Panicle Initiation,high,Delay fertilizer until rainfall subsides.,rule_engine
P0213,2025-06-12,Maturity,low,Do not irrigate today — soil moisture adequate.,ml_model
P0213,2025-04-23,Vegetative,medium,Delay fertilizer until rainfall subsides.,weather_service
P0214,2025-02-04,Peg Formation,medium,Monitor for stem borer — scout field edges.,rule_engine
P0214,2025-05-17,Vegetative,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0214,2025-02-19,Panicle Initiation,high,Apply light irrigation in evening.,rule_engine
P0215,2025-05-12,Germination,medium,Apply light irrigation in evening.,rule_engine
P0215,2025-05-24,Flowering,high,Monitor for stem borer — scout field edges.,weather_service
P0215,2025-03-02,Seedling,medium,Delay fertilizer until rainfall subsides.,rule_engine
P0215,2025-02-11,Maturity,high,Monitor for stem borer — scout field edges.,weather_service
P0215,2025-03-03,Tillering,medium,Field conditions stable — continue regular monitoring.,rule_engine
P0216,2025-06-24,Flowering,medium,Do not irrigate today — soil moisture adequate.,rule_engine
P0216,2025-07-20,Vegetative,low,Delay fertilizer until rainfall subsides.,rule_engine
P0216,2025-02-07,Maturity,high,Field conditions stable — continue regular monitoring.,weather_service
P0216,2025-04-02,Flowering,medium,Monitor for stem borer — scout field edges.,rule_engine
P0216,2025-02-13,Germination,low,Delay fertilizer until rainfall subsides.,rule_engine
P0216,2025-06-14,Vegetative,low,Do not irrigate today — soil moisture adequate.,ml_model
P0216,2025-02-04,Flowering,medium,Apply light irrigation in evening.,ml_model
P0217,2025-01-15,Maturity,low,Monitor for stem borer — scout field edges.,ml_model
P0217,2025-05-04,Panicle Initiation,high,Monitor for stem borer — scout field edges.,ml_model
P0218,2025-05-31,Panicle Initiation,high,Do not irrigate today — soil moisture adequate.,ml_model
P0218,2025-05-21,Maturity,low,Monitor for stem borer — scout field edges.,weather_service
P0218,2025-03-08,Flowering,medium,Delay fertilizer until rainfall subsides.,weather_service
P0218,2025-07-07,Flowering,high,Delay fertilizer until rainfall subsides.,rule_engine
P0218,2025-01-08,Maturity,medium,Field conditions stable — continue regular monitoring.,rule_engine
