intent_signature,intent,intent_tamil,crop,crop_tamil,soil_type,soil_tamil,required_entities,response_policy
AGR|PEST|CROP=millet|SOIL=sandy,pest,பூச்சி மேலாண்மை,millet,கம்பு,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=millet|SOIL=clay,pest,பூச்சி மேலாண்மை,millet,கம்பு,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=millet|SOIL=loamy,pest,பூச்சி மேலாண்மை,millet,கம்பு,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=millet|SOIL=laterite,pest,பூச்சி மேலாண்மை,millet,கம்பு,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=tomato|SOIL=red,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=tomato|SOIL=black,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=tomato|SOIL=alluvial,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=tomato|SOIL=sandy,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=tomato|SOIL=clay,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=tomato|SOIL=loamy,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=tomato|SOIL=laterite,pest,பூச்சி மேலாண்மை,tomato,தக்காளி,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=chilli|SOIL=red,pest,பூச்சி மேலாண்மை,chilli,மிளகாய்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=chilli|SOIL=black,pest,பூச்சி மேலாண்மை,chilli,மிளகாய்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=chilli|SOIL=alluvial,pest,பூச்சி மேலாண்மை,chilli,மிளகாய்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=chilli|SOIL=sandy,pest,பூச்சி மேலாண்மை,chilli,மிளகாய்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=chilli|SOIL=clay,pest,பூச்சி மேலாண்மை,chilli,மிளகாய்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=chilli|SOIL=loamy,pest,பூச்சி மேலாண்மை,chilli,மிளகாய்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=chilli|SOIL=laterite,pest,பூச்சி மேலாண்மை,chilli,மிளகாய்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=onion|SOIL=red,pest,பூச்சி மேலாண்மை,onion,வெங்காயம்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=onion|SOIL=black,pest,பூச்சி மேலாண்மை,onion,வெங்காயம்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=onion|SOIL=alluvial,pest,பூச்சி மேலாண்மை,onion,வெங்காயம்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=onion|SOIL=sandy,pest,பூச்சி மேலாண்மை,onion,வெங்காயம்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=onion|SOIL=clay,pest,பூச்சி மேலாண்மை,onion,வெங்காயம்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=onion|SOIL=loamy,pest,பூச்சி மேலாண்மை,onion,வெங்காயம்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=onion|SOIL=laterite,pest,பூச்சி மேலாண்மை,onion,வெங்காயம்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=turmeric|SOIL=red,pest,பூச்சி மேலாண்மை,turmeric,மஞ்சள்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=turmeric|SOIL=black,pest,பூச்சி மேலாண்மை,turmeric,மஞ்சள்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=turmeric|SOIL=alluvial,pest,பூச்சி மேலாண்மை,turmeric,மஞ்சள்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=turmeric|SOIL=sandy,pest,பூச்சி மேலாண்மை,turmeric,மஞ்சள்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=turmeric|SOIL=clay,pest,பூச்சி மேலாண்மை,turmeric,மஞ்சள்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=turmeric|SOIL=loamy,pest,பூச்சி மேலாண்மை,turmeric,மஞ்சள்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=turmeric|SOIL=laterite,pest,பூச்சி மேலாண்மை,turmeric,மஞ்சள்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=brinjal|SOIL=red,pest,பூச்சி மேலாண்மை,brinjal,கத்தரிக்காய்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=brinjal|SOIL=black,pest,பூச்சி மேலாண்மை,brinjal,கத்தரிக்காய்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=brinjal|SOIL=alluvial,pest,பூச்சி மேலாண்மை,brinjal,கத்தரிக்காய்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=brinjal|SOIL=sandy,pest,பூச்சி மேலாண்மை,brinjal,கத்தரிக்காய்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=brinjal|SOIL=clay,pest,பூச்சி மேலாண்மை,brinjal,கத்தரிக்காய்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=brinjal|SOIL=loamy,pest,பூச்சி மேலாண்மை,brinjal,கத்தரிக்காய்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=brinjal|SOIL=laterite,pest,பூச்சி மேலாண்மை,brinjal,கத்தரிக்காய்,laterite,சரளை மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=okra|SOIL=red,pest,பூச்சி மேலாண்மை,okra,வெண்டைக்காய்,red,செம்மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=okra|SOIL=black,pest,பூச்சி மேலாண்மை,okra,வெண்டைக்காய்,black,கரிசல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=okra|SOIL=alluvial,pest,பூச்சி மேலாண்மை,okra,வெண்டைக்காய்,alluvial,வண்டல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=okra|SOIL=sandy,pest,பூச்சி மேலாண்மை,okra,வெண்டைக்காய்,sandy,மணல் மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=okra|SOIL=clay,pest,பூச்சி மேலாண்மை,okra,வெண்டைக்காய்,clay,களிமண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
AGR|PEST|CROP=okra|SOIL=loamy,pest,பூச்சி மேலாண்மை,okra,வெண்டைக்காய்,loamy,கலப்பு மண்,"crop,soil; add district/season/stage when present",retrieve canonical answer; live lookup for price/weather/schemes
